KBudget,Strategy,SeedIndex,SynthesisSeed,Classification,SynthesisSuccess,Gamma,SDPRounds,MaxViolationStage1,MaxViolationFinal,VSur,VCert,OutputLMISignedViolation,IncrementLMISignedViolation,NViolated,Polished,MonteCarloSuccessPct,RMSE95
16,FPS-Param+ICE,3,3138,surrogate_pass,True,4.393539607850878,2,2.7827901000129374e-05,2.7827901000129374e-05,2.7827901000129374e-05,2.7827901000129374e-05,-2.5343390879265608e-05,-0.001080489480634585,0,False,90.0,0.3571060956656949
16,FPS-Param+ICE,4,4138,surrogate_pass,True,4.391772969190494,2,2.7846290149838662e-05,2.7846290149838662e-05,2.7846290149838662e-05,2.7846290149838662e-05,-4.4025999088464215e-06,-0.0010813874556512705,0,False,88.6,0.3627981542838092
16,FPS-Delta+ICE,0,138,surrogate_pass,True,4.366260325465512,1,3.597374668437471e-05,3.597374668437471e-05,3.597374668437471e-05,3.597374668437471e-05,-0.00020138244892526044,-0.0011066846733797935,0,False,89.60000000000001,0.36244451939129896
16,FPS-Delta+ICE,1,1138,surrogate_pass,True,4.392428766212924,2,6.88319176559646e-05,6.88319176559646e-05,6.88319176559646e-05,6.88319176559646e-05,-5.8184625929830066e-05,-0.001075105654680722,0,False,88.8,0.3602655001365859
16,FPS-Delta+ICE,2,2138,surrogate_pass,True,4.412561271189952,3,5.9258542476463345e-06,5.9258542476463345e-06,5.9258542476463345e-06,5.9258542476463345e-06,-3.965188778013346e-06,-0.0010863265352288412,0,False,92.4,0.3624271325573655
16,FPS-Delta+ICE,3,3138,surrogate_pass,True,4.38610659272464,4,6.881783375222159e-05,6.881783375222159e-05,6.881783375222159e-05,6.881783375222159e-05,-0.0002611266999386615,-0.0010784591101526775,0,False,82.8,0.3548158404574952
16,FPS-Delta+ICE,4,4138,surrogate_pass,True,4.400529700477978,4,6.867741546965885e-05,6.867741546965885e-05,6.867741546965885e-05,6.867741546965885e-05,-1.1146165956468582e-05,-0.0010708396919520222,0,False,92.60000000000001,0.36018206220335897
20,SFPS+ICE,0,166,surrogate_pass,True,4.360700539784946,1,3.733528949768871e-05,3.733528949768871e-05,3.733528949768871e-05,3.733528949768871e-05,-0.00023321150275227703,-0.0011106813611437747,0,False,86.0,0.3619245411445099
20,SFPS+ICE,1,1166,surrogate_pass,True,4.368797457296619,1,3.534238481408193e-05,3.534238481408193e-05,3.534238481408193e-05,3.534238481408193e-05,-0.00015040511614207636,-0.0011073299837830633,0,False,88.6,0.3608221975000144
20,SFPS+ICE,2,2166,surrogate_pass,True,4.370999045036783,1,3.484340411468469e-05,3.484340411468469e-05,3.484340411468469e-05,3.484340411468469e-05,-2.4269022939490235e-06,-0.0011067068813824278,0,False,95.6,0.3651266219277261
20,SFPS+ICE,3,3166,surrogate_pass,True,4.372554456643504,1,3.495950349703316e-05,3.495950349703316e-05,3.495950349703316e-05,3.495950349703316e-05,-5.6084815923014964e-05,-0.0011038418491393033,0,False,87.6,0.359457893273059
20,SFPS+ICE,4,4166,surrogate_pass,True,4.372013874110631,1,3.437518591984295e-05,3.437518591984295e-05,3.437518591984295e-05,3.437518591984295e-05,-9.85435536595106e-05,-0.0011068458765443752,0,False,93.0,0.36496782848822
20,SFPS-init,0,166,surrogate_pass,True,4.360700539784946,1,3.733528949768871e-05,3.733528949768871e-05,3.733528949768871e-05,3.733528949768871e-05,-0.00023321150275227703,-0.0011106813611437747,0,False,86.0,0.3619245411445099
20,SFPS-init,1,1166,surrogate_pass,True,4.368797457296619,1,3.534238481408193e-05,3.534238481408193e-05,3.534238481408193e-05,3.534238481408193e-05,-0.00015040511614207636,-0.0011073299837830633,0,False,88.6,0.3608221975000144
20,SFPS-init,2,2166,surrogate_pass,True,4.370999045036783,1,3.484340411468469e-05,3.484340411468469e-05,3.484340411468469e-05,3.484340411468469e-05,-2.4269022939490235e-06,-0.0011067068813824278,0,False,95.6,0.3651266219277261
20,SFPS-init,3,3166,surrogate_pass,True,4.372554456643504,1,3.495950349703316e-05,3.495950349703316e-05,3.495950349703316e-05,3.495950349703316e-05,-5.6084815923014964e-05,-0.0011038418491393033,0,False,87.6,0.359457893273059
20,SFPS-init,4,4166,surrogate_pass,True,4.372013874110631,1,3.437518591984295e-05,3.437518591984295e-05,3.437518591984295e-05,3.437518591984295e-05,-9.85435536595106e-05,-0.0011068458765443752,0,False,93.0,0.36496782848822
20,Random+ICE,0,166,surrogate_pass,True,4.400423294067046,3,2.7097970958043495e-05,2.7097970958043495e-05,2.7097970958043495e-05,2.7097970958043495e-05,-0.00011939938116862473,-0.0010759437175588713,0,False,96.39999999999999,0.36746970508846544
20,Random+ICE,1,1166,surrogate_pass,True,4.396585112399248,4,2.7408449478638007e-05,2.7408449478638007e-05,2.7408449478638007e-05,2.7408449478638007e-05,-2.0486464860812736e-05,-0.0010780387871137246,0,False,97.39999999999999,0.36016672326907706
20,Random+ICE,2,2166,surrogate_pass,True,4.388983315232111,2,6.899753479887019e-05,6.899753479887019e-05,6.899753479887019e-05,6.899753479887019e-05,-0.000209163029347616,-0.001077347936562501,0,False,84.39999999999999,0.35490753904333544
