vertex_index,old_full_qmi_raw_score,archived_raw_score,new_dynamics_raw_score,dynamics_score_from_qmi_block,absolute_difference,relative_difference,old_processed_score,new_processed_score,old_anchor,new_anchor,old_tier,new_tier
53,12127.514508615772,12127.514508615772,12127.514508615739,12127.514508615772,3.2741809263825417e-11,2.6997955137934154e-15,0.605338947310323,0.6053389473103226,False,False,1,1
54,12126.732773182834,12126.732773182834,12126.732773182806,12126.732773182839,2.7284841053187847e-11,2.2499746274219707e-15,0.6053073892240426,0.6053073892240423,False,False,1,1
55,12126.713756977455,12126.713756977455,12126.713756977424,12126.713756977457,3.092281986027956e-11,2.5499752430857223e-15,0.6053066215223355,0.6053066215223349,False,False,1,1
56,12788.603563556424,12788.603563556424,12788.603563556402,12788.603563556437,2.1827872842550278e-11,1.7068222291879454e-15,0.6311432963329726,0.6311432963329728,False,False,2,2
57,12788.588565388858,12788.588565388858,12788.588565388836,12788.588565388854,2.1827872842550278e-11,1.7068242309104707e-15,0.6311427304775994,0.6311427304775995,False,False,2,2
58,12787.839727207165,12787.839727207165,12787.839727207138,12787.839727207167,2.7284841053187847e-11,2.133655225216589e-15,0.6311144769819432,0.6311144769819431,False,False,2,2
59,12787.824645661016,12787.824645661016,12787.824645660998,12787.82464566102,1.8189894035458565e-11,1.4224384943869637e-15,0.6311139079363782,0.6311139079363786,False,False,2,2
60,12127.532463344824,12127.532463344824,12127.532463344793,12127.532463344818,3.092281986027956e-11,2.5498030991665487e-15,0.6053396720999278,0.6053396720999273,False,False,1,1
61,12127.513541672946,12127.513541672946,12127.513541672928,12127.513541672954,1.8189894035458565e-11,1.4998865161398398e-15,0.6053389082771088,0.6053389082771088,False,False,1,1
62,12126.731804858558,12126.731804858558,12126.73180485854,12126.731804858558,1.8189894035458565e-11,1.4999832047222162e-15,0.6053073501319368,0.6053073501319368,False,False,1,1
63,12126.71279059101,12126.71279059101,12126.71279059098,12126.712790591006,2.9103830456733704e-11,2.3999768906306633e-15,0.6053065825083856,0.6053065825083852,False,False,1,1
64,12789.158175782371,12789.158175782371,12789.158175782337,12789.15817578237,3.456079866737127e-11,2.7023513348060558e-15,0.6311642203001675,0.6311642203001673,False,False,2,2
65,12789.056467180952,12789.056467180952,12789.056467180924,12789.05646718095,2.7284841053187847e-11,2.1334522310700338e-15,0.631160383208147,0.6311603832081469,False,False,2,2
66,12788.39452997104,12788.39452997104,12788.394529971027,12788.394529971041,1.2732925824820995e-11,9.956625747649522e-16,0.6311354097727807,0.6311354097727813,False,False,2,2
67,12788.292872226655,12788.292872226655,12788.292872226626,12788.292872226659,2.9103830456733704e-11,2.2758182618683053e-15,0.631131574299846,0.631131574299846,False,False,2,2
68,12128.08109114852,12128.08109114852,12128.081091148502,12128.081091148528,1.8189894035458565e-11,1.4998163269813688e-15,0.6053618182546228,0.6053618182546229,False,False,1,1
69,12127.984785838547,12127.984785838547,12127.984785838515,12127.984785838547,3.2741809263825417e-11,2.6996908259694522e-15,0.6053579308414418,0.6053579308414412,False,False,1,1
